Protocol,Port,Domain,Request Status,Screenshot Path, Source Path
http,80,account-dev.mmhmm.app,Successful,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/screens/http.account-dev.mmhmm.app.png,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/source/http.account-dev.mmhmm.app.txt
http,80,account.mmhmm.app,Successful,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/screens/http.account-dev.mmhmm.app.png,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/source/http.account.mmhmm.app.txt
http,80,account.ooo-dev.mmhmm.app,Successful,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/screens/http.account-dev.mmhmm.app.png,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/source/http.account.ooo-dev.mmhmm.app.txt
http,80,account.ooo.mmhmm.app,Successful,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/screens/http.account-dev.mmhmm.app.png,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/source/http.account.ooo.mmhmm.app.txt
http,80,account.ooo-stage.mmhmm.app,Successful,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/screens/http.account-dev.mmhmm.app.png,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/source/http.account.ooo-stage.mmhmm.app.txt
http,80,account-stage.mmhmm.app,Timeout,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/screens/http.account-stage.mmhmm.app.png,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/source/http.account-stage.mmhmm.app.txt
http,80,api.mmhmm.app,Successful,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/screens/http.prod-api.mmhmm.app.png,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/source/http.api.mmhmm.app.txt
http,80,brand.mmhmm.app,Timeout,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/screens/http.brand.mmhmm.app.png,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/source/http.brand.mmhmm.app.txt
http,80,community.mmhmm.app,Timeout,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/screens/http.community.mmhmm.app.png,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/source/http.community.mmhmm.app.txt
http,80,content.mmhmm.app,Successful,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/screens/http.content.mmhmm.app.png,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/source/http.content.mmhmm.app.txt
http,80,dev-api.mmhmm.app,Successful,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/screens/http.prod-api.mmhmm.app.png,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/source/http.dev-api.mmhmm.app.txt
http,80,dev.mmhmm.app,Successful,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/screens/http.dev.mmhmm.app.png,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/source/http.dev.mmhmm.app.txt
http,80,help.mmhmm.app,Successful,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/screens/http.help.mmhmm.app.png,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/source/http.help.mmhmm.app.txt
http,80,malk-dev.mmhmm.app,BadStatus,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/screens/http.malk-dev.mmhmm.app.png,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/source/http.malk-dev.mmhmm.app.txt
http,80,malk.mmhmm.app,BadStatus,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/screens/http.malk.mmhmm.app.png,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/source/http.malk.mmhmm.app.txt
http,80,ml.api.mmhmm.app,Successful,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/screens/http.ml-stage.api.mmhmm.app.png,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/source/http.ml.api.mmhmm.app.txt
http,80,ml-stage.api.mmhmm.app,Successful,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/screens/http.ml-stage.api.mmhmm.app.png,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/source/http.ml-stage.api.mmhmm.app.txt
http,80,mmhmm.app,Timeout,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/screens/http.mmhmm.app.png,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/source/http.mmhmm.app.txt
http,80,next-chapter-storybook.mmhmm.app,BadStatus,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/screens/http.next-chapter-storybook.mmhmm.app.png,/home/jai/Documents/automations/programs/mmhmm.app/Eyewitness/source/http.next-chapter-storybook.mmhmm.app.txt
