URL,80
guestinterfacenyc.jcrew.com,X,
guestportal3030.jcrew.com,X,
guestportal.jcrew.com,X,
guestwifinyc.jcrew.com,X,
guestwifiord.jcrew.com,X,
hello.jcrew.com,X,
hipchat.jcrew.com,X,
hksourcing.daas.jcrew.com,X,
home.jcrew.com,X,
iad-ise-02.jcrew.com,X,
iad-vpn-01.jcrew.com,X,
icg.corp.jcrew.com,X,
icg-dev.jcrew.com,X,
icg.jcrew.com,X,
icgp1.corp.jcrew.com,X,
icgp1.jcrew.com,X,
icgp2.corp.jcrew.com,X,
icgp2.jcrew.com,X,
iga.jcrew.com,X,
iga-sb.jcrew.com,X,
iisp.corp.jcrew.com,X,
image.mail.jcrew.com,X,
images.jcrew.com,X,
informationofficer@jcrew.com,X,
interfaces.jcrew.com,X,
international.jcrew.com,X,
investors.factory.jcrew.com,X,
investors.jcrew.com,X,
iris.jcrew.com,X,
jcacsapp-p02.jcrew.com,X,
jcacsapp-r01.jcrew.com,X,
jcadmapp-p01.jcrew.com,X,
jcadmapp-p03.jcrew.com,X,
jcadmapp-p04.jcrew.com,X,
jcadmapp-p05.jcrew.com,X,
jcadmapp-p12.jcrew.com,X,
jcadmapp-r01.jcrew.com,X,
jcanas-p01.jcrew.com,X,
jcanas-p02.jcrew.com,X,
jcapps-p05.jcrew.com,X,
jcdbs-p03.jcrew.com,X,
jcimgs-p01.jcrew.com,X,
jc-loyalty.jcrew.com,X,
*.jcrew.com,X,
j.crew.com,X,
jcrew.com,X,
jcserapp-p01.jcrew.com,X,
jcserapp-p02.jcrew.com,X,
jcsers-p01.jcrew.com,X,
jcsers-p02.jcrew.com,X,
jcsers-p03.jcrew.com,X,
jcss.jcrew.com,X,
jctlapp-p02.jcrew.com,X,
jctldb-p01.jcrew.com,X,
jcvpn-denim.jcrew.com,X,
jcvpn-iad.jcrew.com,X,
jcvpn.jcrew.com,X,
jcvpn-ord.jcrew.com,X,
jcvpn-sjc.jcrew.com,X,
jcvpn-ss.jcrew.com,X,
jcvpn-ss-ord.jcrew.com,X,
jcvpn-temp.jcrew.com,X,
jcwebapp-p01.jcrew.com,X,
jcwebapp-p02.jcrew.com,X,
jcwebapp-p03.jcrew.com,X,
jcwebapp-p04.jcrew.com,X,
jcwebapp-p05.jcrew.com,X,
jcwebapp-p06.jcrew.com,X,
jcwebapp-p07.jcrew.com,X,
jcwebapp-p08.jcrew.com,X,
jcwebapp-p11.jcrew.com,X,
jcwebapp-p12.jcrew.com,X,
jcwebapp-p14.jcrew.com,X,
jcwebapp-p15.jcrew.com,X,
jcwebapp-p16.jcrew.com,X,
jcwebapp-r01.jcrew.com,X,
jcwebapp-r02.jcrew.com,X,
jcwebapp-r07.jcrew.com,X,
jcwsapp-p01.jcrew.com,X,
jcwsapp-p03.jcrew.com,X,
jcws-p01.jcrew.com,X,
jcws-p02.jcrew.com,X,
jira.jcrew.com,X,
jobs.jcrew.com,X,
jue-jemrely-p01.jcrew.com,X,
jue-mebmadm-p02.jcrew.com,X,
jue-memrely-p01.jcrew.com,X,
jwe-legalapp-p01.jcrew.com,X,
jwe-leglapp-p01.jcrew.com,X,
l2-factory.loadtest.jcrew.com,X,
l2-loadtest.jcrew.com,X,
l3-factory.loadtest.jcrew.com,X,
l3-loadtest.jcrew.com,X,
legacy.jcrew.com,X,
l-factory.loadtest.jcrew.com,X,
lightstat.jcrew.com,X,
l-loadtest.jcrew.com,X,
loadtest.app.factory.jcrew.com,X,
*.loadtest.digital.jcrew.com,X,
loadtest.digital.jcrew.com,X,
*.loadtest.factory.jcrew.com,X,
load-test.factory.jcrew.com,X,
loadtest.factory.jcrew.com,X,
loadtest-jc-loyalty.jcrew.com,X,
*.loadtest.jcrew.com,X,
load-test.jcrew.com,X,
loadtest.jcrew.com,X,
*.loyalty.factory.jcrew.com,X,
loyalty.factory.jcrew.com,X,
*.loyalty.jcrew.com,X,
loyalty.jcrew.com,X,
*.loyaty.jcrew.com,X,
loyaty.jcrew.com,X,
lyn-acs-01.jcrew.com,X,
lyncdiscover.jcrew.com,X,
lyncwebext.jcrew.com,X,
mail-in.jcrew.com,X,
mail.jcrew.com,X,
marketplace.jcrew.com,X,
meet.jcrew.com,X,
metrics.jcrew.com,X,
migration.jcrew.com,X,
m.jcrew.com,X,
mobilemgmt.jcrew.com,X,
monthlies.factory.jcrew.com,X,
monthlies.jcrew.com,X,
monthlies-preview.factory.jcrew.com,X,
monthlies.preview.factory.jcrew.com,X,
monthlies-preview.jcrew.com,X,
monthlies.preview.jcrew.com,X,
mta2.mail.jcrew.com,X,
mta3.mail.jcrew.com,X,
mta4.mail.jcrew.com,X,
mta5.mail.jcrew.com,X,
mta6.mail.jcrew.com,X,
mta7.mail.jcrew.com,X,
mta.mail.jcrew.com,X,
mwadmapp-p03.jcrew.com,X,
mwwebapp-p01.jcrew.com,X,
mwwebapp-p03.jcrew.com,X,
mwwebapp-p05.jcrew.com,X,
mwwebapp-p06.jcrew.com,X,
neptune.jcrew.com,X,
news.jcrew.com,X,
nyc225-cucmedge-01.jcrew.com,X,
nyc225-ise-01.jcrew.com,X,
nyc-acs-01.jcrew.com,X,
nyc-devices.jcrew.com,X,
nyc-edidev-01.jcrew.com,X,
nyc-ediprd-01.jcrew.com,X,
nyc-ise-01.jcrew.com,X,
nyc-jcopqa1-d01.jcrew.com,X,
nyc-jcopqa1-d02.jcrew.com,X,
nyc-legalapp-01.jcrew.com,X,
nyc-mocsedge-01.jcrew.com,X,
o4.mail.770connect.jcrew.com,X,
o722.bc.jcrew.com,X,
o723.bc.jcrew.com,X,
ocapi.jcrew.com,X,
omp.email.jcrew.com,X,
omptrans.email.jcrew.com,X,
ord-ise-02.jcrew.com,X,
ord-ise-03.jcrew.com,X,
ord-vpn-01.jcrew.com,X,
or.factory.jcrew.com,X,
origin1.fc.loadtest.digital.jcrew.com,X,
origin1.jc.loadtest.digital.jcrew.com,X,
origin2.fc.production.digital.jcrew.com,X,
origin-images.jcrew.com,X,
origin.jc.develop.digital.jcrew.com,X,
origin.jc.loadtest.digital.jcrew.com,X,
origin.jc.production.digital.jcrew.com,X,
origin.jc.staging.digital.jcrew.com,X,
origin-loadtest.jcrew.com,X,
origin.www.jcrew.com,X,
or.jcrew.com,X,
oro.factory.jcrew.com,X,
outlook.jcrew.com,X,
p2-factory.jcrew.com,X,
p2-www.jcrew.com,X,
p3-factory.jcrew.com,X,
p3-www.jcrew.com,X,
panorama.corp.jcrew.com,X,
panorama.jcrew.com,X,
p-factory.jcrew.com,X,
pidci.jcrew.com,X,
pipci.jcrew.com,X,
pip.corp.jcrew.com,X,
plmdevelopment.jcrew.com,X,
plm.jcrew.com,X,
plm-prod.jcrew.com,X,
plm-qa.jcrew.com,X,
plmqa.jcrew.com,X,
poscredit-01.jcrew.com,X,
pospoll-02.jcrew.com,X,
preprod.jcrew.com,X,
*.preview.factory.jcrew.com,X,
preview.factory.jcrew.com,X,
*.preview.jcrew.com,X,
preview.jcrew.com,X,
preview.qa.factory.jcrew.com,X,
preview.qa.jcrew.com,X,
prodrs.jcrew.com,X,
*.production.digital.jcrew.com,X,
production.digital.jcrew.com,X,
*.production.jcrew.com,X,
production.jcrew.com,X,
psa.jcrew.com,X,
psa.loadtest.digital.jcrew.com,X,
psa-west.jcrew.com,X,
pwreset.jcrew.com,X,
p-www.jcrew.com,X,
qa.app.factory.jcrew.com,X,
*.qa.factory.jcrew.com,X,
qa.factory.jcrew.com,X,
*.qa.jcrew.com,X,
qa.jcrew.com,X,
qa-uat.factory.jcrew.com,X,
qa-uat.jcrew.com,X,
qlik.jcrew.com,X,
referrals.jcrew.com,X,
reviews.factory.jcrew.com,X,
reviews.jcrew.com,X,
rsa.jcrew.com,X,
rs.factory.jcrew.com,X,
rs.jcrew.com,X,
s2-or.factory.jcrew.com,X,
s2-or.jcrew.com,X,
s2-uat.factory.jcrew.com,X,
s2-uat.jcrew.com,X,
s2-uat-preview.factory.jcrew.com,X,
s2-uat-preview.jcrew.com,X,
s3-or.factory.jcrew.com,X,
s3-or.jcrew.com,X,
s3-uat.factory.jcrew.com,X,
s3-uat.jcrew.com,X,
s3-uat-preview.factory.jcrew.com,X,
s3-uat-preview.jcrew.com,X,
s7.jcrew.com,X,
saturn.jcrew.com,X,
secure.jcrew.com,X,
sendmail.jcrew.com,X,
service.jcrew.com,X,
*.services.factory.jcrew.com,X,
services.factory.jcrew.com,X,
*.services.jcrew.com,X,
services.jcrew.com,X,
sgtm.factory.jcrew.com,X,
sgtm.jcrew.com,X,
share.jcrew.com,X,
sip.jcrew.com,X,
sluat.factory.jcrew.com,X,
sluat.jcrew.com,X,
smetrics.jcrew.com,X,
s-or.factory.jcrew.com,X,
s-or.jcrew.com,X,
*.staging.digital.jcrew.com,X,
staging.digital.jcrew.com,X,
*.staging.jcrew.com,X,
staging.jcrew.com,X,
staging-jira.jcrew.com,X,
steel-data.factory.jcrew.com,X,
steel-data.jcrew.com,X,
steel.factory.jcrew.com,X,
steel-jc-loyalty.jcrew.com,X,
steel.jcrew.com,X,
steel.loyalty.jcrew.com,X,
steel-ocapi.factory.jcrew.com,X,
steel-ocapi.jcrew.com,X,
stg-m.jcrew.com,X,
storereturns.jcrew.com,X,
stores.factory.jcrew.com,X,
stores.jcrew.com,X,
storesqa.factory.jcrew.com,X,
storesqa.jcrew.com,X,
stratuxcolp1-east.corp.jcrew.com,X,
stratuxcolp1-west.corp.jcrew.com,X,
stratuxcolp2-east.corp.jcrew.com,X,
stratuxcolp2-west.corp.jcrew.com,X,
stratux-dev.jcrew.com,X,
stratuxhub-east.corp.jcrew.com,X,
stratuxhub-west.corp.jcrew.com,X,
s-uat.factory.jcrew.com,X,
s-uat.jcrew.com,X,
s-uat-preview.factory.jcrew.com,X,
s-uat-preview.jcrew.com,X,
tapestorage.jcrew.com,X,
testcert.jcrew.com,X,
uat.app.factory.jcrew.com,X,
uat.factory.jcrew.com,X,
*.uat.factpry.jcrew.com,X,
uat.factpry.jcrew.com,X,
*.uat.jcrew.com,X,
uat.jcrew.com,X,
uat-preview.factory.jcrew.com,X,
uat.preview.factory.jcrew.com,X,
uat-preview.jcrew.com,X,
uat.preview.jcrew.com,X,
ue1wmascnadbd01.jcrew.com,X,
ue1wmascnappp01.jcrew.com,X,
Ue1wmascnappp01.jcrew.com,X,
ue1wmascnappp02.jcrew.com,X,
Ue1wmascnappp02.jcrew.com,X,
ue1wmwmapasp01.jcrew.com,X,
vapps.corp.jcrew.com,X,
vertex-qa.jcrew.com,X,
video.jcrew.com,X,
view.mail.jcrew.com,X,
vinyl.jcrew.com,X,
webconf.jcrew.com,X,
webmaildr.jcrew.com,X,
webmail.jcrew.com,X,
west.dev.factory.jcrew.com,X,
west.dev.jcrew.com,X,
west.factory.jcrew.com,X,
west.loadtest.factory.jcrew.com,X,
west.loadtest.jcrew.com,X,
west-monthlies.preview.factory.jcrew.com,X,
west-monthlies.preview.jcrew.com,X,
west.qa.factory.jcrew.com,X,
west.qa.jcrew.com,X,
west.uat.factory.jcrew.com,X,
west.uat.jcrew.com,X,
west-uat.preview.factory.jcrew.com,X,
west-uat.preview.jcrew.com,X,
west.www.jcrew.com,X,
wex.dev.factory.jcrew.com,X,
wex.dev.jcrew.com,X,
wex.factory.loadtest.jcrew.com,X,
wex.loadtest.factory.jcrew.com,X,
wex.loadtest.jcrew.com,X,
wex.qa.factory.jcrew.com,X,
wex.qa.jcrew.com,X,
wex.uat.factory.jcrew.com,X,
wex.uat.jcrew.com,X,
wmbiprod.jcrew.com,X,
wmintprod.jcrew.com,X,
wmmanifest.jcrew.com,X,
wmmanifest-stage.jcrew.com,X,
wmosprod.jcrew.com,X,
wmospte.jcrew.com,X,
wmsecprod.jcrew.com,X,
wmsecpte.jcrew.com,X,
wvw.jcrew.com,X,
www1.jcrew.com,X,
www3.jcrew.com,X,
www.benefits.jcrew.com,X,
www.flowbot.jcrew.com,X,
*.www.jcrew.com,X,
www.jcrew.com,X,
xisec-dev-app1.jcrew.com,X,
